Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Nicotiana glauca,invasive,8,"85,83,84","AGE,AGW,BOL,BZS,CLC,CLN,PAR,URU,","","2,5,8,3,1,4,7,6,0","26,50,84,81,27,85,21,34,20,12,24,80,13,40,25,79,62,22,51,23,35,28,78,76,63,75,77,102,29,83","ANG,NSW,NTA,WAU,QLD,SOA,VIC,BZE,BZC,BZL,BZS,WIN,BOT,CLN,CLC,CVI,CUB,CYP,ALG,EGY,BAL,CNY,SPA,ETH,CPI,COR,FRA,GRC,YUG,IND,PAL,ITA,SAR,SIC,KEN,LBY,LES,MOR,MXE,MXN,MXT,MXS,MXC,MXG,MRS,MOZ,MTN,NAM,5,MDR,POR,SEL,RWA,SAU,ASC,STH,SWZ,TUN,TAN,ALA,ARI,CAL,FLA,GEO,HAW,MRY,NWJ,NWM,NEV,OHI,TEX,CPP,OFS,TVL,NAT,ZIM,28,REU,ECU,NZN","ANG-OO,NSW-NS,NTA-OO,WAU-WA,QLD-QU,SOA-OO,VIC-OO,BZE-AL,BZE-BA,BZE-CE,BZC-DF,BZL-ES,BZC-GO,BZL-MG,BZC-MS,BZE-PB,BZE-PE,BZE-PI,BZS-PR,BZL-RJ,BZE-RN,BZS-RS,BZS-SC,BZE-SE,BZL-SP,WIN-BA,BOT-OO,CLN-AN,CLN-TA,CLC-CO,CLN-AT,CLC-VA,CLC-SA,CVI-OO,CUB-OO,CYP-OO,ALG-OO,EGY-OO,BAL-OO,CNY-OO,SPA-SP,ETH-OO,CPI-CL,COR-OO,FRA-FR,GRC-OO,YUG-CR,IND-GO,IND-KT,IND-KE,IND-MR,IND-TN,PAL-IS,ITA-IT,SAR-OO,SIC-SI,KEN-OO,LBY-OO,LES-OO,MOR-MO,MXE-AG,000-08,MXE-CU,MXT-CI,MXE-CO,MXS-CL,MXC-DF,MXE-DU,MXS-GR,MXE-GU,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXS-NA,MXE-NL,MXS-OA,MXC-PU,MXE-QU,MXN-SI,MXE-SL,MXN-SO,MXE-TA,MXC-TL,MXG-VC,MXE-ZA,MRS-OO,MOZ-OO,MTN-OO,WIN-MA,NAM-OO,000-05,MDR-OO,POR-OO,SEL-OO,RWA-OO,SAU-OO,ASC-OO,STH-OO,SWZ-OO,TUN-OO,TAN-OO,ALA-OO,ARI-OO,CAL-OO,FLA-OO,GEO-OO,HAW-HI,MRY-OO,NWJ-OO,NWM-OO,NEV-OO,OHI-OO,TEX-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,TVL-NP,TVL-MP,CPP-NC,TVL-NW,CPP-WC,ZIM-OO,000-29,MXN-BC,MXN-BS,REU-OO,ECU-OO,NZN-OO","2,1,8,5,6,3,7","24,25,26,28,13,12,14,10,81,50,62,34,21,27,20,","ETH,KEN,MLW,STH,TAN,UGA,ZAM,YUG,SPA,UKR,GRB,CUB,NSW,NTA,QLD,SOA,VIC,WAU,MRS,CYP,CNY,GRC,PAL,ITA,LES,LBY,POR,SIC,MOR,NAM,",",YUG-CR,SPA-GI,PAL-IS,PAL-JO,SIC-MA"
Nicotiana langsdorffii,established,8,"85,84","AGE,BZS,BZL,PAR","",7,75,MAS,MAS-OO,"","","",""
Nicotiana longiflora,established,8,"85,83,84","AGE,AGW,BOL,BZS,BZL,PAR,URU","","7,3,2","72,38,27,78,75,74,77","ONT,QUE,4,NAM,TAI,ALA,CNT,DEL,FLA,GEO,ILL,LOU,MIC,MSO,MSI,NWH,NWJ,NWY,PEN,TEX,CPP,OFS,TVL,NAT","ONT-OO,QUE-OO,000-04,NAM-OO,TAI-OO,ALA-OO,CNT-OO,DEL-OO,FLA-OO,GEO-OO,ILL-OO,LOU-OO,MIC-OO,MSO-OO,MSI-OO,NWH-OO,NWJ-OO,NWY-OO,PEN-OO,TEX-OO,CPP-EC,OFS-OO,TVL-GA,NAT-OO,CPP-NC,TVL-NW","","","",""
Nicotiana obtusifolia,established,7,"76,79,77,74","ARI,CAL,MXC,MXG,MXE,MXN,MXS,NEV,NWM,OKL,TEX,UTA","","3,7","38,78","4,MRY","000-04,MRY-OO","","","",""
Nicotiana paniculata,invasive,8,83,PER,"",2,21,CNY,CNY-OO,2,21,CNY,""
Nicotiana plumbaginifolia,invasive,"8,7","80,79,81,85,83,84","GUA,MXC,MXG,MXE,MXN,MXT,MXS,CUB,HON,JAM,,TRT,BOL,BZL,ECU,PAR,PER",",BZL-SP","8,2,4,3,7","81,20,41,40,29,38,78,77","CUB,EGY,3,IND,EHM,ASS,WHM,MAU,NEP,TAI,FLA,LOU,MRY,TEX,REU","CUB-OO,EGY-OO,000-03,IND-AP,EHM-AP,ASS-AS,IND-BI,IND-CH,IND-CT,IND-DE,IND-GO,IND-GU,IND-HA,WHM-HP,WHM-JK,IND-JK,IND-KT,IND-KE,IND-MR,ASS-MA,IND-MP,ASS-ME,ASS-MI,ASS-NA,IND-OR,000-09,IND-PU,IND-RA,EHM-SI,IND-TN,ASS-TR,WHM-UT,IND-UP,IND-WB,MAU-OO,NEP-OO,TAI-OO,FLA-OO,LOU-OO,MRY-OO,TEX-OO,REU-OO",4,40,IND,""
Nicotiana quadrivalvis,established,7,"76,73","ARI,CAL,NEV,ORE","",7,75,MAS,MAS-OO,"","","",""
Nicotiana repanda,established,"8,7","81,79,77","CUB,MXG,MXE,TEX","",7,78,ALA,ALA-OO,"","","",""
Nicotiana rustica,established,8,83,PER,"","2,5,1,7,3,8","26,50,22,20,21,12,24,13,79,51,31,83","ANG,TAS,BEN,ALG,EGY,CNY,SPA,ETH,COR,FRA,YUG,LBY,MOR,MXE,MXS,MXN,5,KHA,CHA,ZIM,BOL,NZS","ANG-OO,TAS-OO,BEN-OO,ALG-OO,EGY-OO,CNY-OO,SPA-SP,ETH-OO,COR-OO,FRA-FR,YUG-CR,LBY-OO,MOR-MO,MXE-DU,MXS-JA,MXN-SI,MXE-ZA,000-05,KHA-OO,CHA-OO,ZIM-OO,MXN-BC,MXN-BS,BOL-OO,NZS-OO","","","",""
Nicotiana sylvestris,established,8,"85,83","AGW,BOL","","5,8,7","50,85,51,76","TAS,VIC,CLC,5,CAL,NZN,NZS","TAS-OO,VIC-OO,CLC-BI,000-05,CAL-OO,NZN-OO,NZS-OO","","","",""
Nicotiana tabacum,invasive,8,83,"BOL,PER","","8,5,2,7,4,1,6,3","81,50,23,22,83,84,72,85,42,12,24,60,13,62,38,41,29,79,80,40,51,35,21,61,31,28,27,25,76,75,78,63,77,26","LEE,NSW,QLD,VIC,BUR,BEN,BOL,BZN,BZE,BZC,BZL,BZS,WIN,ONT,JNF,IVO,CMN,ZAI,XMS,CAY,SPA,ETH,FIJ,COR,FRA,GRC,MRN,YUG,HAI,4,LAO,MDG,MXT,MXE,MXS,MXC,MXN,MXG,MAU,NFK,NIC,NEP,5,OMA,PHI,PUE,MDR,POR,SEL,TUB,TUA,MRQ,PIT,SCI,KHA,RWA,SAU,ASC,STH,GGI,SWZ,SEY,TAI,TAN,CAL,CNT,FLA,HAW,INI,KTY,LOU,MRY,NCA,NWJ,OHI,PEN,SCA,TEX,VRG,CPP,NAT,TVL,ZIM,KER,PAR,GAL,ECU,ROD,NZN","LEE-AB,NSW-NS,QLD-QU,VIC-OO,BUR-OO,BEN-OO,LEE-SM,BOL-OO,BZN-AM,BZE-BA,BZC-DF,BZL-ES,BZC-GO,BZL-MG,BZN-PA,BZE-PB,BZE-PE,BZS-PR,BZL-RJ,BZS-RS,BZS-SC,BZL-SP,WIN-BA,ONT-OO,JNF-OO,IVO-OO,CMN-OO,ZAI-OO,XMS-OO,CAY-OO,WIN-DO,SPA-SP,ETH-OO,FIJ-OO,COR-OO,FRA-FR,GRC-OO,MRN-GU,YUG-CR,HAI-HA,000-04,LAO-OO,WIN-SL,MDG-OO,MXT-CA,MXE-CU,MXT-CI,MXS-CL,MXE-DU,MXS-GR,MXE-GU,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXS-NA,MXS-OA,MXC-PU,MXE-QU,MXT-QR,MXN-SI,MXE-SL,MXN-SO,MXT-TB,MXC-TL,MXG-VC,MXT-YU,MXE-ZA,MRN-NM,WIN-MA,MAU-OO,NFK-NI,NIC-OO,NEP-OO,000-05,OMA-OO,PHI-OO,PUE-OO,MDR-OO,POR-OO,SEL-OO,TUB-OO,TUA-OO,MRQ-OO,PIT-OO,SCI-OO,KHA-OO,RWA-OO,SAU-OO,ASC-OO,STH-OO,000-06,SWZ-OO,SEY-OO,TAI-OO,TAN-OO,CAL-OO,CNT-OO,FLA-OO,HAW-HI,INI-OO,KTY-OO,LOU-OO,MRY-OO,NCA-OO,NWJ-OO,OHI-OO,PEN-OO,SCA-OO,TEX-OO,VRG-OO,LEE-VI,WIN-SV,CPP-EC,NAT-OO,TVL-NP,CPP-WC,ZIM-OO,KER-OO,PAR-OO,GAL-OO,ECU-OO,ROD-OO,NZN-OO","3,1,6,5,8","38,11,63,50,60,51,61,62,85,83","JAP,HUN,HAW,NFK,FIJ,NWC,KER,PIT,WAK,,GAL",",NFK-LH"
Nicotiana wigandioides,established,8,83,BOL,"",2,21,MDR,MDR-OO,"","","",""
Nicotiana x sanderi,established,"","","","","7,3,5","72,31,76,75,51","QUE,KHA,CAL,MAS,NZN,NZS","QUE-OO,KHA-OO,CAL-OO,MAS-OO,NZN-OO,NZS-OO","","","",""
Nidorella aegyptiaca,established,"3,2,4","34,26,40,22,27,23,41,24,36,20,25,29,42,38,35","AFG,ANG,ASS,BAN,BEN,BOT,BUR,CBD,CMN,CAF,CHA,CHS,CON,EGY,ERI,ETH,GHA,GUI,GNB,IND,IVO,KEN,NAT,LBY,MDG,MLY,MLI,MYA,NAM,NNS,NGA,TVL,PAK,RWA,SEN,SIE,SOM,SUD,SWZ,TAI,TAN,TOG,UGA,VIE,WHM,YEM,ZAM,ZAI,ZIM",",ASS-AS","5,3,4","50,38,43","QLD,TAI,29","QLD-QU,TAI-OO,000-34","","","",""
Nierembergia linariifolia,established,8,"85,83,84","AGE,AGW,AGS,BOL,BZS,PAR,URU","","5,7","50,76,77","NSW,ARI,CAL,TEX","NSW-NS,ARI-OO,CAL-OO,TEX-OO","","","",""
Nierembergia linariifolia var. glabriuscula,established,8,85,"AGE,AGW","",2,27,"CPP,OFS,TVL","CPP-EC,OFS-OO,TVL-GA,TVL-NW,CPP-WC","","","",""
Nierembergia repens,established,8,85,CLC,"",5,51,"NZN,NZS","NZN-OO,NZS-OO","","","",""
Nierembergia scoparia,established,8,"85,84","AGE,BZS,URU","","3,7","38,76,78","4,CAL,GEO","000-04,CAL-OO,GEO-OO","","","",""
Nigella arvensis,established,"1,2,3","13,20,11,14,34,12,33","ALB,ALG,AUT,BLR,BGM,BUL,CYP,CZE,EAI,EGY,FRA,GER,GRC,HUN,IRN,IRQ,ITA,KRY,LBS,LBY,MOR,NCS,PAL,POL,ROM,SAR,SIC,RUS,TCS,TUN,TUR,TUE,UKR,YUG",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,MOR-MO,SIC-SI,UKR-UK",1,14,"BLR,UKR","BLR-OO,UKR-UK","","","",""
Nigella damascena,established,"1,2,3","13,20,12,21,34,14,33","ALB,ALG,BAL,BUL,CNY,COR,CYP,EAI,FRA,GRC,IRN,ITA,KRI,KRY,LBS,LBY,MDR,MOR,NCS,POR,SAR,SEL,SIC,SPA,TCS,TUN,TUR,TUE,YUG",",FRA-FR,ITA-IT,MOR-MO,SIC-SI,SPA-SP","5,7,1,3,2,8","50,71,72,10,38,14,79,51,21,31,76,75,73,74,78,83","NSW,SOA,VIC,BRC,ONT,QUE,GRB,4,UKR,MXT,MXS,5,CTM,MDR,SEL,KHA,SWE,CAL,CNT,IDA,ILL,INI,KAN,MAS,MRY,MAI,MIC,MIN,MSO,MNT,NWJ,NWY,OHI,ORE,PEN,TEN,VRG,VER,WAS,WVA,BOL,NZN,NZS","NSW-NS,SOA-OO,VIC-OO,BRC-OO,ONT-OO,QUE-OO,GRB-OO,000-04,UKR-MO,MXT-CI,MXS-OA,000-05,CTM-OO,MDR-OO,SEL-OO,KHA-OO,SWE-OO,UKR-UK,CAL-OO,CNT-OO,IDA-OO,ILL-OO,INI-OO,KAN-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,MNT-OO,NWJ-OO,NWY-OO,OHI-OO,ORE-OO,PEN-OO,TEN-OO,VRG-OO,VER-OO,WAS-OO,WVA-OO,BOL-OO,NZN-OO,NZS-OO","","","",""
Nigella sativa,established,"1,3","13,34,33,32","BUL,CYP,IRN,IRQ,NCS,ROM,TCS,TUR,TKM","","3,1,7","32,14,75,34","KGZ,UKR,CNT,AFG","KGZ-OO,UKR-MO,UKR-UK,CNT-OO,AFG-OO","","","",""
Nigella segetalis,established,"3,1","34,14,33","IRN,KRY,RUS,TCS,TUR,UKR",",UKR-UK",1,14,UKR,UKR-UK,"","","",""
Nipponanthemum nipponicum,established,3,38,JAP,"",7,75,"CNT,NWJ,NWY","CNT-OO,NWJ-OO,NWY-OO","","","",""
Noccaea caerulescens,established,1,"11,12,13","AUT,BGM,CZE,FRA,GER,ITA,NET,POL,SPA,SWI,YUG",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,SPA-SP",1,"14,10,13,11","BLR,BLT,NOR,YUG,SWE,DEN,FIN,GER","BLR-OO,BLT-LI,NOR-OO,YUG-SL,SWE-OO,DEN-OO,FIN-OO,GER-OO","","","",""
Noccaea caerulescens subsp. brachypetala,established,1,"11,12,13","AUT,FRA,ITA,SPA,SWI,YUG",",AUT-AU,FRA-FR,ITA-IT,SPA-SP",1,10,"NOR,SWE","NOR-OO,SWE-OO","","","",""
Noccaea perfoliata,invasive,"3,1,2,4","34,13,20,30,11,12,14,10,32,33,40,35,36","AFG,ALB,ALG,ALT,AUT,BAL,BGM,BUL,RUC,COR,CYP,CZE,EAI,FRA,GER,GRB,GRC,HUN,IRN,IRQ,ITA,KAZ,KGZ,KRI,KRY,LBS,LBY,MOR,NET,NCS,PAK,PAL,POL,POR,ROM,SAR,SAU,SIC,RUS,SPA,SWI,TZK,TCS,TUN,TUR,TUE,TKM,UKR,UZB,CHX,YUG",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,MOR-MO,SIC-SI,SPA-SP,UKR-UK","7,1","72,10,14,78,75,74,73","ONT,QUE,DEN,SWE,UKR,ARK,CNT,WDC,DEL,ILL,INI,KAN,KTY,LOU,MRY,MSO,NCA,NWJ,NWY,OHI,OKL,PEN,TEN,VRG,WAS,WVA","ONT-OO,QUE-OO,DEN-OO,SWE-OO,UKR-UK,ARK-OO,CNT-OO,WDC-OO,DEL-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MRY-OO,MSO-OO,NCA-OO,NWJ-OO,NWY-OO,OHI-OO,OKL-OO,PEN-OO,TEN-OO,VRG-OO,WAS-OO,WVA-OO",7,"","",""
Noltea africana,established,2,27,CPP,"",5,50,SOA,SOA-OO,"","","",""
Nonea echioides,established,"1,3","13,34,12,14,33","BUL,CYP,EAI,FRA,GRC,ITA,KRY,LBS,NCS,PAL,SIN,SPA,TUR,TUE,YUG",",FRA-FR,ITA-IT,SPA-SP",1,14,UKR,UKR-UK,"","","",""
Nonea lutea,established,"3,1","30,34,33,14","ALT,IRN,NCS,RUS,TCS,TUR,UKR",",UKR-UK","5,1,3,7","50,11,12,13,38,30,78,75","TAS,VIC,SWI,CZE,SPA,ITA,4,ALT,YUG,KTY,PEN,GER","TAS-OO,VIC-OO,SWI-OO,CZE-CZ,SPA-SP,ITA-IT,000-04,ALT-OO,YUG-SL,KTY-OO,PEN-OO,GER-OO","","","",""
Nonea pallens,established,1,"13,14","ALB,BUL,GRC,ROM,UKR,YUG",",UKR-UK",1,"12,14","FRA,UKR","FRA-FR,UKR-UK","","","",""
Nonea pulla,invasive,"3,1","30,31,11,14,13,34,32,37,33","ALT,AMU,AUT,BLR,BUL,BRY,RUC,CTA,CZE,RUE,GER,HUN,IRN,IRQ,IRK,KAZ,KGZ,KRA,KRY,,MON,NCS,RUW,POL,PRM,ROM,RUS,TZK,TCS,TUR,TUE,TVA,UKR,UZB,WSB",",AUT-AU,UKR-UK",1,"11,13,14,10","SWI,GER,ITA,BLT,RUC,SWE","SWI-OO,GER-OO,ITA-IT,BLT-LA,RUC-OO,SWE-OO",1,13,ITA,""
Nonea rosea,established,3,"34,33","IRN,IRQ,NCS,TCS,TUR","","7,1","75,11","MAI,PEN,GER","MAI-OO,PEN-OO,GER-OO","","","",""
Nonea rossica,established,"","","","",3,"31,30","KHA,MAG,ALT,IRK,WSB,BRY,KRA","KHA-OO,MAG-OO,ALT-OO,IRK-OO,WSB-OO,BRY-OO,KRA-OO","","","",""
Nonea versicolor,established,3,"33,34","NCS,TCS,TUR","","1,3","10,30,11","DEN,NOR,WSB,SWE,GER","DEN-OO,NOR-OO,WSB-OO,SWE-OO,GER-OO","","","",""
Nonea vesicaria,established,"2,1","20,12,13","ALG,BAL,LBY,MOR,POR,SIC,SPA,TUN",",MOR-MO,SIC-SI,SPA-SP",7,"71,72,75","ABT,BRC,QUE,PEN","ABT-OO,BRC-OO,QUE-OO,PEN-OO","","","",""
